char_id,char_hanzi,pinyin,meaning,hsk_level
1786,傍,bàng,"by side of, beside, near, close",6
1787,踩,cǎi,step on,6
1788,煮,zhǔ,cook,6
1789,炒,chǎo,"fry, saute, roast, boil, cook",6
1790,铅,qiān,lead,6
1791,蹈,dǎo,stamp feet; dance,6
1792,捡,jiǎn,to pick up,6
1793,厕,cè,"mingle with; toilet, lavatory",6
1794,粥,zhōu,"rice gruel, congee",6
1795,醋,cù,"vinegar; jealousy, envy",6
1796,酱,jiàng,any jam-like or paste-like food,6
1797,茄,jiā,eggplant,6
1798,勺,sháo,"spoon, ladle; unit of volume",6
1799,薯,shǔ,"yam, tuber, potato",6
1800,馒,mán,steamed bread; steamed dumplings,6
1801,斯,sī,"this, thus, such; to lop off; emphatic particle",7–9
1802,罗,luō,net for catching birds; gauze,7–9
1803,陈,chén,"exhibit, display; plead; a surname",7–9
1804,兰,lán,"orchid; elegant, graceful",7–9
1805,尼,ní,Buddhist nun; transliteration,7–9
1806,洲,zhōu,continent; island; islet,7–9
1807,州,zhōu,"administrative division, state",7–9
1808,刘,liú,"surname; kill, destroy",7–9
1809,伊,yī,"third person pronoun; he, she, this, that",7–9
1810,伯,bó,father's elder brother; senior,7–9
1811,欧,ōu,translit.: Europe; ohm; surname,7–9
1812,亦,yì,"also, too; likewise",7–9
1813,鲁,lǔ,"foolish, stupid, rash; vulgar",7–9
1814,泽,zé,"marsh, swamp; grace, brilliance",7–9
1815,莫,mò,"do not, is not, can not; negative",7–9
1816,勒,lēi,"strangle, tighten",7–9
1817,伦,lún,normal human relationships,7–9
1818,奥,ào,"mysterious, obscure, profound",7–9
1819,唐,táng,Tang dynasty; Chinese,7–9
1820,俄,é,"sudden(ly), soon; Russian",7–9
1821,君,jūn,"sovereign, monarch, ruler, chief, prince",7–9
1822,宋,sòng,Song dynasty; surname,7–9
1823,丝,sī,silk; fine thread; wire; strings,7–9
1824,萨,sà,Buddhist gods or immortals,7–9
1825,姆,mǔ,woman who looks after small children,7–9
1826,杨,yáng,"willow, poplar, aspen; surname",7–9
1827,刑,xíng,"punishment, penalty; law",7–9
1828,迹,jī,"traces, impressions, footprints",7–9
1829,川,chuān,"stream, river; flow; boil",7–9
1830,朱,zhū,"cinnabar, vermilion; surname",7–9
1831,郑,zhèng,Zheng state during the Warring States period; surname,7–9
1832,吴,wú,name of warring state; surname,7–9
1833,臣,chén,"minister, statesman, official",7–9
1834,雅,yǎ,"elegant, graceful, refined",7–9
1835,乃,nǎi,"then; really, indeed; as it turned out, after all; namely",7–9
1836,丁,dīng,"male adult; robust, vigorous; 4th heavenly stem",7–9
1837,赵,zhào,surname; ancient state,7–9
1838,魔,mó,"demon, evil spirits; magic power",7–9
1839,瓦,wǎ,tile; earthenware pottery; girl,7–9
1840,袭,xí,"raid, attack; inherit",7–9
1841,侠,xiá,chivalrous person; knight-errant,7–9
1842,韩,hán,fence; surname; Korea,7–9
1843,役,yì,"service; a servant, laborer; to serve",7–9
1844,仙,xiān,"Taoist super-being, transcendent, immortal",7–9
1845,轰,hōng,"rumble, explosion, blast",7–9
1846,杜,dù,"stop, prevent; restrict; surname",7–9
1847,丹,dān,cinnabar (native HgS); vermilion (artificial HgS used as pigment),7–9
1848,孔,kǒng,"opening, hole, orifice; great",7–9
1849,艾,ài,"artemisia, mugwort; translit.",7–9
1850,翼,yì,wings; fins on fish; shelter,7–9
1851,愈,yù,"more and more, even more",7–9
1852,徐,xú,"slowly, quietly, calmly; composed, dignified",7–9
1853,泰,tài,"great, exalted, superior; big",7–9
1854,荒,huāng,"wasteland, desert; uncultivated",7–9
1855,瑞,ruì,felicitous omen; auspicious,7–9
1856,赫,hè,"bright, radiant, glowing",7–9
1857,魂,hún,"soul, spirit",7–9
1858,津,jīn,ferry; saliva; ford,7–9
1859,仁,rén,"humaneness, benevolence, kindness",7–9
1860,邦,bāng,"nation, country, state",7–9
1861,艇,tǐng,"small boat, dugout, punt",7–9
1862,署,shǔ,public office,7–9
1863,御,yù,"drive, ride; chariot; manage",7–9
1864,伏,fú,"crouch, crawl, lie hidden, conceal",7–9
1865,秦,qín,surname; Qin dynasty (221-207 BC),7–9
1866,隆,lóng,"prosperous, plentiful, abundant",7–9
1867,奴,nú,"slave, servant",7–9
1868,甘,gān,"sweetness; sweet, tasty",7–9
1869,皆,jiē,"all, every, everybody",7–9
1870,宙,zhòu,time as concept; infinite time,7–9
1871,岩,yán,cliff; rocks; mountain,7–9
1872,荡,dàng,"pond, pool; wash away, cleanse",7–9
1873,荷,hé,"lotus, water lily, holland",7–9
1874,蒂,dì,peduncle or stem of plants,7–9
1875,迪,dí,"enlighten, advance; progress",7–9
1876,霍,huò,"quickly, suddenly; surname",7–9
1877,撒,sā,"release, cast away, let go; disperse; relax",7–9
1878,凯,kǎi,"triumphant; triumph, victory",7–9
1879,眉,méi,eyebrows; upper margin of book,7–9
1880,艘,sōu,"counter for ships, vessels",7–9
1881,黎,lí,"surname; numerous, many; black",7–9
1882,侦,zhēn,"spy, reconnoiter; detective",7–9
1883,宪,xiàn,"constitution, statute, law",7–9
1884,慈,cí,"kind, charitable, benevolent",7–9
1885,乔,qiáo,"tall, lofty; proud, stately",7–9
1886,腊,là,year end sacrifice; dried meat,7–9
1887,氏,shì,"clan, family; mister",7–9
1888,凤,fèng,male phoenix; symbol of joy,7–9
1889,佩,pèi,"belt ornament, pendant; wear at waist, tie to the belt; respect",7–9
1890,驱,qū,"spur a horse on; expel, drive away",7–9
1891,掩,yǎn,"to cover (with the hand); shut, conceal; ambush",7–9
1892,兼,jiān,"unite, combine; connect; and",7–9
1893,尸,shī,corpse; to impersonate the dead; to preside; KangXi radical 44,7–9
1894,帕,pà,"turban, kerchief, veil; wrap",7–9
1895,堡,bǎo,"fort, fortress; town, village",7–9
1896,飘,piāo,"whirlwind, cyclone; floating",7–9
1897,桑,sāng,mulberry tree; surname,7–9
1898,踪,zōng,"footprints, traces, tracks",7–9
1899,勃,bó,"suddenly, sudden, quick",7–9
1900,仇,chóu,"enemy, hate, hatred, enmity",7–9
1901,邪,xié,"wrong, evil, depraved, vicious, perverse, heterodox",7–9
1902,拟,nǐ,"draft; intend, plan, propose",7–9
1903,巡,xún,"patrol, go on circuit, cruise",7–9
1904,剂,jì,medicinal preparation,7–9
1905,殿,diàn,hall; palace; temple,7–9
1906,伪,wěi,"false, counterfeit, bogus",7–9
1907,柳,liǔ,willow tree; pleasure,7–9
1908,颇,pō,"lean one side; very, rather",7–9
1909,呈,chéng,"submit, show; appear; petition",7–9
1910,曹,cáo,ministry officials; surname,7–9
1911,柔,róu,"soft; gentle, pliant",7–9
1912,孟,mèng,"first in series; great, eminent",7–9
1913,牧,mù,"tend cattle, shepherd",7–9
1914,芳,fāng,fragrant; virtuous; beautiful,7–9
1915,腹,fù,"stomach, belly, abdomen; inside",7–9
1916,垂,chuí,"let down; suspend, hand; down",7–9
1917,脉,mài,"blood vessels, veins, arteries",7–9
1918,柏,bǎi,"cypress, cedar",7–9
1919,狱,yù,"prison, jail; case; lawsuit",7–9
1920,惑,huò,"confuse, mislead, baffle; doubt",7–9
1921,陶,táo,"pottery, ceramics",7–9
1922,兽,shòu,"beast, animal; bestial",7–9
1923,帐,zhàng,"tent; screen, mosquito net",7–9
1924,叙,xù,"express, state, relate, narrate",7–9
1925,邓,dèng,surname,7–9
1926,惧,jù,"fear, be afraid of, dread",7–9
1927,匆,cōng,"hastily, in haste, hurriedly",7–9
1928,廷,tíng,court,7–9
1929,澳,ào,"inlet, bay; dock, bank",7–9
1930,董,dǒng,"direct, supervise; surname",7–9
1931,凝,níng,coagulate; congeal; freeze,7–9
1932,腾,téng,fly; gallop; run; prance; rise,7–9
1933,涌,yǒng,"surge up, bubble up, gush forth",7–9
1934,辖,xiá,linchpin of wheel; control,7–9
1935,晋,jìn,"advance, increase; promote",7–9
1936,魏,wèi,kingdom of Wei; surname,7–9
1937,曰,yuē,say; KangXi radical 73,7–9
1938,赤,chì,"red, scarlet; bare, naked",7–9
1939,割,gē,"cut, divide, partition; cede",7–9
1940,雾,wù,"fog, mist, vapor, fine spray",7–9
1941,筹,chóu,"chip, tally, token; raise money",7–9
1942,丛,cóng,"bush, shrub; thicket; collection",7–9
1943,鸣,míng,cry of bird or animal; make sound,7–9
1944,阁,gé,"chamber, pavilion; cabinet",7–9
1945,穆,mù,"majestic, solemn, reverent; calm",7–9
1946,屈,qū,"bend, flex; bent, crooked; crouch",7–9
1947,旨,zhǐ,"purpose, aim; excellent",7–9
1948,猎,liè,hunt; field sports,7–9
1949,臂,bì,arm,7–9
1950,抛,pāo,throw (away),7–9
1951,戈,gē,"halberd, spear, lance; rad. 62",7–9
1952,逊,xùn,"humble, modest; yield",7–9
1953,迈,mài,take a big stride; pass by,7–9
1954,衰,shuāi,"decline, falter, decrease; weaken",7–9
1955,恼,nǎo,"angered, filled with hate",7–9
1956,燕,yàn,"swallow (bird); comfort, enjoy",7–9
1957,仲,zhòng,"middle brother; go between, mediator; surname",7–9
1958,诱,yòu,"persuade, entice, induce; guide",7–9
1959,狼,láng,wolf,7–9
1960,仗,zhàng,"rely upon; protector; fight; war, weaponry",7–9
1961,粒,lì,grain; small particle,7–9
1962,遥,yáo,"far away, distant, remote",7–9
1963,吕,lǚ,surname; a musical note,7–9
1964,玄,xuán,"deep, profound, abstruse; KangXi radical 95",7–9
1965,尘,chén,"dust, dirt, ashes, cinders",7–9
1966,冯,féng,surname; gallop; by dint of,7–9
1967,抚,fǔ,"pat, console, comfort; pacify",7–9
1968,敦,dūn,"esteem; honest, candid, sincere",7–9
1969,晶,jīng,"crystal; clear, bright; radiant",7–9
1970,岂,qǐ,how? what?,7–9
1971,峡,xiá,"gorge, strait, ravine; isthmus",7–9
1972,苍,cāng,blue; green,7–9
1973,凌,líng,pure; virtuous; insult; maltreat,7–9
1974,涂,tú,surname; name of certain rivers,7–9
1975,粹,cuì,pure; unadulterated; select,7–9
1976,寂,jì,"still, silent, quiet, desolate",7–9
1977,恭,gōng,"respectful, polite, reverent",7–9
1978,赋,fù,tax; give; endow; army; diffuse,7–9
1979,抑,yì,"press down, repress; curb, hinder",7–9
1980,秩,zhì,order; orderly; salary; decade,7–9
1981,哀,āi,"sad, mournful, pitiful; pity",7–9
1982,袁,yuán,robe; surname,7–9
1983,抖,dǒu,"tremble, shake, rouse; give shake",7–9
1984,昆,kūn,elder brother; descendants,7–9
1985,恒,héng,"constant, regular, persistent",7–9
1986,慎,shèn,"act with care, be cautious",7–9
1987,纽,niǔ,"knot; button; handle, knob; tie",7–9
1988,纹,wén,"line, streak, stripe; wrinkle",7–9
1989,渔,yú,to fish; seize; pursue; surname,7–9
1990,磁,cí,magnetic; magnetism; porcelain,7–9
1991,齿,chǐ,"teeth; gears, cogs; age; simplified form of the KangXi radical number 211",7–9
1992,怖,bù,"terror, fear; frighten; terrified",7–9
1993,疲,pí,"feel tired, be exhausted; weak",7–9
1994,叛,pàn,rebel; rebellion; rebellious,7–9
1995,遣,qiǎn,"send, dispatch; send off, exile",7–9
1996,兹,zī,"now, here; this; time, year",7–9
1997,祭,jì,"sacrifice to, worship",7–9
1998,拳,quán,fist; various forms of boxing,7–9
1999,弥,mí,"extensive, full; fill; complete",7–9
2000,稀,xī,"rare, unusual, scarce; sparse",7–9
2001,捷,jié,"win, victory, triumph",7–9
2002,疫,yì,"epidemic, plague, pestilence",7–9
2003,削,xuē,"scrape off, pare, trim",7–9
2004,晃,huǎng,"bright, dazzling; to sway, shake",7–9
2005,癌,ái,cancer; marmoset,7–9
2006,隶,lì,subservient; servant; KangXi radical 171,7–9
2007,履,lǚ,"footwear, shoes; walk on, tread",7–9
2008,坛,tán,"altar; arena, examination hall",7–9
2009,沃,wò,"water, irrigate; fertile, rich",7–9
2010,伐,fá,"cut down, subjugate, attack",7–9
2011,堪,kān,"adequately capable of, worthy of",7–9
2012,仆,pū,"fall forward; lie prostrate, prone; servant",7–9
2013,郭,guō,outer part (of a city); surname,7–9
2014,歼,jiān,"annihilate, wipe out, kill off",7–9
2015,雇,gù,"employ, to hire",7–9
2016,廉,lián,"upright, honorable, honest",7–9
2017,契,qì,"deed, contract, bond; engrave",7–9
2018,惩,chéng,"punish, reprimand; warn",7–9
2019,覆,fù,cover; tip over; return; reply,7–9
2020,劫,jié,"take by force, coerce; disaster",7–9
2021,雕,diāo,"engrave, inlay, carve; exhaust; used for 鵰 an eagle, vulture",7–9
2022,闷,mèn,"gloomy, depressed, melancholy",7–9
2023,缴,jiǎo,"deliver, submit; hand over",7–9
2024,唤,huàn,call,7–9
2025,莲,lián,"lotus, water lily; paradise",7–9
2026,霸,bà,rule by might rather than right,7–9
2027,妥,tuǒ,"satisfactory, appropriate",7–9
2028,赴,fù,"go to; attend, be present",7–9
2029,岳,yuè,mountain peak; surname,7–9
2030,舱,cāng,hold of ship; cabin,7–9
2031,俊,jùn,"talented, capable; handsome",7–9
2032,庞,páng,"disorderly, messy; huge, big",7–9
2033,耕,gēng,"plow, cultivate",7–9
2034,锐,ruì,"sharp, keen, acute, pointed",7–9
2035,缝,fèng,"sew, mend",7–9
2036,斥,chì,"to scold, upbraid, accuse, reproach",7–9
2037,呵,ā,scold; laughing sound; yawn,7–9
2038,讼,sòng,"accuse; argue, dispute; litigate",7–9
2039,浩,hào,"great, numerous, vast, abundant",7–9
2040,掠,lüè,"rob, ransack, plunder; pass by",7–9
2041,妖,yāo,"strange, weird, supernatural",7–9
2042,祸,huò,"misfortune, calamity, disaster",7–9
2043,侍,shì,"serve, attend upon; attendant, servant; samurai",7–9
2044,妨,fáng,"interfere with, impede, obstruct",7–9
2045,贪,tān,"be greedy, covet; covetous",7–9
2046,汪,wāng,"vast, extensive, deep; surname",7–9
2047,尿,niào,urine; urinate,7–9
2048,唇,chún,lips,7–9
2049,枚,méi,"stalk of shrub, trunk of tree",7–9
2050,庙,miào,"temple, shrine; imperial court",7–9
2051,芬,fēn,"fragrance, aroma; perfume",7–9
2052,愚,yú,"stupid, doltish, foolish",7–9
2053,疏,shū,"neglect; careless, lax",7–9
2054,萧,xiāo,common artemisia; dejected,7–9
2055,姿,zī,"beauty, disposition, looks, appearance",7–9
2056,颤,chàn,"shiver, tremble; trembling",7–9
2057,劣,liè,"bad, inferior; slightly",7–9
2058,盯,dīng,"rivet gaze upon, keep eyes on",7–9
2059,辱,rǔ,"humiliate, insult, abuse",7–9
2060,辨,biàn,"distinguish, discriminate",7–9
2061,蜂,fēng,"bee, wasp, hornet",7–9
2062,哦,ó,oh? really? is that so?,7–9
2063,腔,qiāng,chest cavity; hollow in body,7–9
2064,郁,yù,"sweet smelling, rich in aroma; (Cant.) to move, hit",7–9
2065,溃,kuì,flooding river; militarily defeat,7–9
2066,谨,jǐn,"prudent, cautious; attentive",7–9
2067,苗,miáo,sprouts; Miao nationality,7–9
2068,忌,jì,"jealous, envious; fear",7–9
2069,溜,liū,"slide, glide, slip; slippery",7–9
2070,爵,jué,feudal title or rank,7–9
2071,鹏,péng,fabulous bird of enormous size,7–9
2072,鹰,yīng,falcon; Accipiter species (various),7–9
2073,笼,lóng,cage; cage-like basket,7–9
2074,丘,qiū,hill; elder; empty; a name,7–9
2075,桂,guì,cassia or cinnamon,7–9
2076,滋,zī,"grow, multiply, increase; thrive",7–9
2077,壳,ké,"casing, shell, husk",7–9
2078,痕,hén,scar; mark; trace,7–9
2079,穴,xué,"cave, den, hole; KangXi radical 116",7–9
2080,膀,bǎng,upper arm; shoulder; wing,7–9
2081,卓,zhuō,"profound, brilliant, lofty",7–9
2082,贤,xián,"virtuous, worthy, good; able",7–9
2083,毅,yì,"resolute, decisive, firm, persist",7–9
2084,锦,jǐn,"brocade, tapestry; embroidered",7–9
2085,函,hán,correspondence; a case; a box,7–9
2086,茫,máng,"vast, boundless, widespread",7–9
2087,昂,áng,"rise, raise; proud, bold; upright",7–9
2088,皱,zhòu,"wrinkles, creases, folds",7–9
2089,夸,kuā,"extravagant, luxurious; handsome",7–9
2090,剥,bō,peel,7–9
2091,窝,wō,"nest; cave, den; hiding place",7–9
2092,睁,zhēng,open eyes; stare,7–9
2093,携,xié,"lead by hand, take with; carry",7–9
2094,陵,líng,"hill, mound; mausoleum",7–9
2095,哼,hēng,"hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval",7–9
2096,饲,sì,raise animals; feed; nourish,7–9
2097,吻,wěn,kiss; the lips; coinciding,7–9
2098,逆,nì,"disobey, rebel; rebel, traitor",7–9
2099,喘,chuǎn,"pant, gasp, breathe heavily",7–9
2100,罩,zhào,basket for catching fish; cover,7–9
2101,卜,bo,fortune telling; prophesy,7–9
2102,绳,shéng,"rope, string, cord; control",7–9
2103,胎,tāi,"unborn child, embryo, fetus",7–9
2104,蓄,xù,"store, save, hoard, gather",7–9
2105,竭,jié,put forth great effort; exhaust,7–9
2106,慕,mù,"long for, desire; admire",7–9
2107,浑,hún,"muddy, turbid; blend, merge, mix",7–9
2108,奸,jiān,"crafty, villainous, false",7–9
2109,悦,yuè,"pleased, contented, gratified",7–9
2110,拦,lán,"obstruct, impede, bar, hinder",7–9
2111,贼,zéi,"thief, traitor; kill",7–9
2112,亭,tíng,pavilion; erect,7–9
2113,爹,diē,"father, daddy",7–9
2114,酬,chóu,"toast; reward, recompense",7–9
2115,儒,rú,Confucian scholar,7–9
2116,姻,yīn,relatives by marriage,7–9
2117,卵,luǎn,egg; ovum; roe; spawn,7–9
2118,泄,xiè,leak; vent; flow; reveal,7–9
2119,僧,sēng,"Buddhist priest, monk; san of Sanskrit sangha",7–9
2120,蜜,mì,honey; sweet; nectar,7–9
2121,猩,xīng,species of orangutan,7–9
2122,遂,suì,"comply with, follow along; thereupon",7–9
2123,狭,xiá,"narrow, limited; narrow-minded",7–9
2124,肖,xiào,"look like, resemble, be like",7–9
2125,霞,xiá,rosy clouds,7–9
2126,驳,bó,"varicolored, variegated; mixed",7–9
2127,裕,yù,"abundant, rich, plentiful",7–9
2128,畜,chù,"livestock, domestic animals",7–9
2129,咽,yàn,throat; pharynx,7–9
2130,勾,gōu,"hook, join, connect; entice",7–9
2131,疆,jiāng,"boundary, border, frontier",7–9
2132,畏,wèi,"fear, dread, awe, reverence",7–9
2133,囊,náng,"bag, purse, sack; put in bag",7–9
2134,泊,pō,anchor vessel; lie at anchor,7–9
2135,骤,zhòu,procedure; gallop; sudden(ly),7–9
2136,缠,chán,"wrap, wind around; tie, bind",7–9
2137,冈,gāng,ridge or crest of hill,7–9
2138,羞,xiū,"disgrace, shame; ashamed; shy",7–9
2139,瞪,dèng,stare at,7–9
2140,贾,jiǎ,"surname; merchant; buy, trade",7–9
2141,斑,bān,"mottled, striped, freckle",7–9
2142,涛,tāo,large waves,7–9
2143,悠,yōu,"long, far, remote, distant; liesurely",7–9
2144,鹿,lù,deer; surname; KangXi radical 198,7–9
2145,俘,fú,prisoner of war; take as prisoner,7–9
2146,锡,xī,"tin, stannum; bestow, confer",7–9
2147,卑,bēi,"humble, low, inferior; despise",7–9
2148,葬,zàng,"bury, inter",7–9
2149,铭,míng,"inscribe, engrave",7–9
2150,滩,tān,"bank, a sandbar, shoal; rapids",7–9
2151,嫁,jià,"to marry, give a daughter in marriage",7–9
2152,催,cuī,"press, urge",7–9
2153,翅,chì,wings; fin,7–9
2154,蛮,mán,"barbarians; barbarous, savage",7–9
2155,矣,yǐ,particle of completed action,7–9
2156,潘,pān,surname; water in which rice has been rinsed; a river that flows into the Han,7–9
2157,歧,qí,fork of road; branching off,7–9
2158,赐,cì,"give, bestow favors; appoint",7–9
2159,廊,láng,"corridor, porch, veranda",7–9
2160,灌,guàn,"pour; water; irrigate, flood",7–9
2161,勉,miǎn,"endeavor, make effort; urge",7–9
2162,宰,zǎi,to slaughter; to rule,7–9
2163,佐,zuǒ,"assist, aid, second; subordinate",7–9
2164,胀,zhàng,"swell, inflate, expand",7–9
2165,扯,chě,"rip up, tear down; raise; haul",7–9
2166,辽,liáo,"distant, far",7–9
2167,抹,mǒ,"smear, apply, wipe off, erase",7–9
2168,筒,tǒng,thick piece of bamboo; pipe,7–9
2169,棋,qí,chess; any game similar to chess,7–9
2170,唉,āi,"alas, exclamation of surprise or pain",7–9
2171,朴,pǔ,"simple, unadorned; sincere; surname; a tree",7–9
2172,咐,fù,"instruct, order",7–9
2173,孕,yùn,"be pregnant, pregnancy",7–9
2174,誓,shì,"swear, pledge; oath",7–9
2175,喉,hóu,"throat, gullet, larynx; guttural",7–9
2176,妄,wàng,"absurd, foolish, reckless; false",7–9
2177,拘,jū,"restrain, seize, detain",7–9
2178,链,liàn,"chain, wire, cable; chain, shack",7–9
2179,驰,chí,go quickly or swiftly; hurry,7–9
2180,逝,shì,pass away; die,7–9
2181,窃,qiè,"secretly, stealthily; steal; thief",7–9
2182,纤,xiān,"fine, delicate; minute; graceful",7–9
2183,趁,chèn,"take advantage of, avail oneself",7–9
2184,匠,jiàng,"craftsman, artisan; workman",7–9
2185,盈,yíng,"fill; full, overflowing; surplus",7–9
2186,翁,wēng,"old man; father, father-in-law",7–9
2187,瞬,shùn,"wink, blink; in a wink, a flash",7–9
2188,婴,yīng,"baby, infant; bother",7–9
2189,孝,xiào,"filial piety, obedience; mourning",7–9
2190,颈,jǐng,"neck, throat",7–9
2191,倘,tǎng,"if, supposing, in event of",7–9
2192,浙,zhè,Zhejiang province; river,7–9
2193,蔽,bì,"cover, hide, conceal; shelter",7–9
2194,颠,diān,"top, peak, summit; upset",7–9
2195,遮,zhē,"cover, shield, protect",7–9
2196,吁,xū,"sh, hush; implore",7–9
2197,辟,pì,"law, rule; open up, develop",7–9
2198,瘤,liú,"tumor, lump, goiter",7–9
2199,嫂,sǎo,"older brother's wife, sister-in-law",7–9
2200,框,kuāng,frame; framework; door frame,7–9
2201,钦,qīn,"respect, admire; respectful",7–9
2202,庸,yōng,"usual, common, ordinary, mediocre",7–9
2203,芝,zhī,Zoysia pungens,7–9
2204,吼,hǒu,"roar, shout; bark, howl",7–9
2205,摊,tān,"spread out, open; apportion",7–9
2206,嘱,zhǔ,"order, tell, instruct, leave word",7–9
2207,衷,zhōng,inner feelings,7–9
2208,娇,jiāo,seductive and loveable; tender,7–9
2209,矩,jǔ,"carpenter's square; rule, regulation",7–9
2210,浦,pǔ,"bank of river, shore; surname",7–9
2211,讶,yà,"express surprise, be surprised",7–9
2212,耸,sǒng,"urge on; rise up; stir, excite",7–9
2213,裸,luǒ,"bare, nude; undress, strip",7–9
2214,碧,bì,"jade; green, blue",7–9
2215,摧,cuī,"destroy, break, injure",7–9
2216,淋,lín,"drip, soak, drench; perfectly",7–9
2217,耻,chǐ,"shame, humiliation; ashamed",7–9
2218,屠,tú,"butcher, slaughter, massacre",7–9
2219,鹅,é,goose,7–9
2220,饥,jī,"hunger, starving; hungry; a famine",7–9
2221,脖,bó,neck,7–9
2222,虹,hóng,rainbow,7–9
2223,翠,cuì,color green; kingfisher,7–9
2224,崩,bēng,"rupture, split apart, collapse",7–9
2225,萍,píng,"duckweed; wandering, traveling",7–9
2226,逢,féng,"come upon, happen meet; flatter",7–9
2227,翔,xiáng,"soar, glide, hover; detailed",7–9
2228,绵,mián,"cotton wad; wool; soft, downy",7–9
2229,枯,kū,"dried out, withered, decayed",7–9
2230,巫,wū,"wizard, sorcerer, witch, shaman",7–9
2231,渊,yuān,"surge up, bubble up, gush forth",7–9
2232,凑,còu,"piece together, assemble",7–9
2233,溪,xī,"mountain stream, creek",7–9
2234,蠢,chǔn,wriggle; stupid; silly; fat,7–9
2235,禅,chán,dhyana (Sanskrit); Zen; meditation (Buddhism),7–9
2236,阐,chǎn,"explain, clarify, elucidate",7–9
2237,寓,yù,residence; lodge; dwell,7–9
2238,藤,téng,"rattan, cane; creeper plant",7–9
2239,匪,fěi,"bandits, robbers, gangsters",7–9
2240,碑,bēi,stone tablet; gravestone,7–9
2241,挪,nuó,"move, shift on one side",7–9
2242,脂,zhī,"fat, grease, lard; grease",7–9
2243,谎,huǎng,lie,7–9
2244,慨,kǎi,"sigh, regret; generous",7–9
2245,菩,pú,"herb, aromatic plant",7–9
2246,狮,shī,lion,7–9
2247,掘,jué,"dig, excavate; excavate cave",7–9
2248,岭,lǐng,"mountain ridge, mountain peak",7–9
2249,逮,dǎi,"seize, catch; reach, arrive",7–9
2250,砍,kǎn,"hack, chop, cut, fell",7–9
2251,晰,xī,"clear, evident; clearly",7–9
2252,罕,hǎn,"rare, scarce; surname",7–9
2253,挽,wǎn,"pull; pull back, draw back",7–9
2254,舟,zhōu,"boat, ship; KangXi radical 137",7–9
2255,痴,chī,"foolish, stupid, dumb, silly",7–9
2256,脊,jí,"spine, backbone; ridge",7–9
2257,弓,gōng,"bow; curved, arched; KangXi radical number 57",7–9
2258,僚,liáo,"companion, colleague; officials; bureaucracy; a pretty face",7–9
2259,骚,sāo,"harass, bother, annoy, disturb",7–9
2260,拓,tà,expand; open up; support or push,7–9
2261,歪,wāi,"slant; inclined; askewd, awry",7–9
2262,粘,zhān,"viscous, mucous; glutinous",7–9
2263,柄,bǐng,"handle, lever, knob; authority",7–9
2264,坑,kēng,"pit, hole; bury, trap; harry",7–9
2265,陌,mò,foot path between rice fields,7–9
2266,窄,zhǎi,"narrow, tight; narrow-minded",7–9
2267,兆,zhào,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion,7–9
2268,崖,yá,"cliff, precipice; precipitous",7–9
2269,刹,shā,"temple, shrine, monastary",7–9
2270,鞭,biān,whip; whip; string of firecrackers,7–9
2271,芒,máng,Miscanthus sinensis,7–9
2272,筋,jīn,muscles; tendons,7–9
2273,钩,gōu,"hook, barb; sickle; stroke with",7–9
2274,棍,gùn,"stick, cudgel; scoundrel",7–9
2275,嚷,rǎng,"shout, brawl, make uproar, cry",7–9
2276,腺,xiàn,gland,7–9
2277,弦,xián,"string; hypotenuse, crescent",7–9
2278,焰,yàn,"flame, blaze; glowing, blazing",7–9
2279,耍,shuǎ,"frolic, play, amuse, play with",7–9
2280,俯,fǔ,"bow down, face down, look down",7–9
2281,愣,lèng,be in a daze,7–9
2282,厦,shà,"big building, mansion",7–9
2283,恳,kěn,"sincere, earnest, cordial",7–9
2284,饶,ráo,"bountiful, abundant, plentiful",7–9
2285,钉,dīng,"nail, spike; pursue closely",7–9
2286,寡,guǎ,"widowed; alone, friendless",7–9
2287,叠,dié,pile; be piled up; fold up,7–9
2288,惹,rě,"irritate, vex, offend, incite",7–9
2289,喻,yù,"metaphor, analogy; example; like",7–9
2290,谱,pǔ,"list, table; musical score",7–9
2291,愧,kuì,"ashamed, conscience-stricken",7–9
2292,煌,huáng,"bright, shining, luminous",7–9
2293,徽,huī,"a badge, insignia",7–9
2294,溶,róng,"to melt, dissolve; overflowing with",7–9
2295,坠,zhuì,"fall down, drop, sink, go to ruin",7–9
2296,滥,làn,"flood, overflow; excessive",7–9
2297,瓷,cí,"crockery, porcelain, chinaware",7–9
2298,浴,yù,"bathe, wash; bath",7–9
2299,媚,mèi,"charming, attractive; flatter",7–9
2300,淮,huái,river in Anhui province,7–9
2301,哎,āi,interjection of surprise,7–9
2302,漆,qī,"varnish, lacquer, paint",7–9
2303,巢,cháo,"nest, living quarter in tree",7–9
2304,吩,fēn,"order, command, instruct",7–9
2305,撰,zhuàn,"compose, write, compile",7–9
2306,啸,xiào,"roar, howl, scream; whistle",7–9
2307,滞,zhì,"block up, obstruct; stagnant",7–9
2308,玫,méi,rose,7–9
2309,钓,diào,"fish; fishhook; tempt, lure",7–9
2310,膝,xī,knee,7–9
2311,茂,mào,"thick, lush, dense; talented",7–9
2312,躯,qū,body,7–9
2313,吏,lì,"government official, magistrate",7–9
2314,寨,zhài,"stockade, stronghold, outpost; brothel",7–9
2315,恕,shù,"forgive, excuse, show mercy",7–9
